epoch,loss_total,loss_data,loss_multistep,loss_physics
56.0,5.7417434497134916e-05,1.223639004213813e-05,5.9395371681603135e-05,4.124082140127817
57.0,5.828952750259001e-05,1.2450318020758763e-05,6.0259226787214476e-05,4.192529809474945
58.0,5.7166531405528076e-05,1.2195179730648912e-05,5.909182248918417e-05,4.274809789657593
59.0,6.032697419868782e-05,1.2906531113306604e-05,6.239517412420052e-05,3.9881545027097065
60.0,4.9763401208717065e-05,1.0589685113397232e-05,5.140871647502839e-05,4.120159212748209
61.0,5.4201226824564704e-05,1.1578635894693435e-05,5.5990188593568745e-05,4.145293426513672
62.0,5.4740074059130466e-05,1.1679607033935706e-05,5.664133004756877e-05,3.7253143906593325
63.0,5.685118636999202e-05,1.2158686377006234e-05,5.879720071485887e-05,3.8110094904899596
64.0,5.3352134576319564e-05,1.1387363732258867e-05,5.509041542003009e-05,4.298442085584004
65.0,5.37708147627806e-05,1.146691508135215e-05,5.5534612814274925e-05,4.339291580518087
66.0,5.245168789163775e-05,1.1192671612055468e-05,5.417817634831105e-05,4.13928785721461
67.0,5.317107182539379e-05,1.1318759500985228e-05,5.50344621539504e-05,3.7284475604693097
68.0,5.287699605105445e-05,1.1255231887237946e-05,5.468969496481198e-05,3.961340097586314
69.0,5.06231289061058e-05,1.0823318674132072e-05,5.232180549986272e-05,3.628936783472697
70.0,5.147004418783278e-05,1.102099038992795e-05,5.312043116039907e-05,4.022480523586273
71.0,4.431776014826028e-05,9.482088497255366e-06,4.5786332278415406e-05,3.2341508865356445
72.0,4.3398620558339944e-05,9.275612054201095e-06,4.4863342918688434e-05,3.08452471892039
73.0,4.673960314297195e-05,9.99023216081696e-06,4.8254367660168405e-05,3.6995805064837137
74.0,5.151162228382115e-05,1.1005189602049844e-05,5.3142565593589095e-05,4.35237543185552
75.0,5.7322505078142665e-05,1.230171706083638e-05,5.9281696242881786e-05,3.518576240539551
76.0,5.9015225754895555e-05,1.2632472604915772e-05,6.098905353913627e-05,4.149063845475514
77.0,4.450769065442728e-05,9.526585336061543e-06,4.600153843057342e-05,3.1011194586753845
78.0,4.687495038524503e-05,1.0016492296927026e-05,4.8351260011259e-05,3.9928845604260763
79.0,4.681945459500033e-05,9.997143827907469e-06,4.822098629423029e-05,4.493691388765971
80.0,4.4378784878063016e-05,9.511433654552093e-06,4.5806506326092254e-05,3.3678383469581603
81.0,4.0441461230026714e-05,8.651570230237363e-06,4.1807570232776926e-05,2.8023451765378318
82.0,4.122061327507254e-05,8.791651634965091e-06,4.2560758568773353e-05,3.3902771711349486
83.0,3.895981277916386e-05,8.325223302563244e-06,4.027803767409447e-05,2.7624619325002033
84.0,4.0830230621698625e-05,8.739469543191565e-06,4.216032563514697e-05,3.0903527617454527
85.0,4.047135165213452e-05,8.64279287119037e-06,4.171372644729369e-05,3.687189543247223
86.0,4.145362675747795e-05,8.876534138835268e-06,4.271833228510029e-05,3.6301690141359964
87.0,4.389678160805488e-05,9.359127132787155e-06,4.526337694793862e-05,4.006040358543396
88.0,4.135328969520439e-05,8.791654204287625e-06,4.2426245333141806e-05,5.284248169263204
89.0,4.094846911660473e-05,8.705454767247527e-06,4.206841022096342e-05,4.8834126710891725
90.0,4.152001893089619e-05,8.820734660730522e-06,4.2654850403778255e-05,5.006542627016703
91.0,4.2646602438859796e-05,9.095180325857655e-06,4.392973526895124e-05,4.142213630676269
92.0,4.41810615787593e-05,9.408633597255781e-06,4.556230439144808e-05,4.086605568726857
93.0,4.018375390539101e-05,8.576237284311598e-06,4.142540910834214e-05,3.6532025655110676
94.0,3.8926452543819326e-05,8.324538278732992e-06,4.0104813281989965e-05,3.553026568889618
95.0,3.699821809277637e-05,7.893866722952225e-06,3.8044788683085545e-05,3.972589345773061
96.0,3.9774519730902584e-05,8.520300229974965e-06,4.105487614651793e-05,3.048870348930359
97.0,4.198510014248313e-05,9.009203608911776e-06,4.3348474112766176e-05,3.0216438213984174
98.0,4.074159945351615e-05,8.708585755812238e-06,4.206528574286494e-05,3.2015799085299173
99.0,4.0357697495589186e-05,8.629270208378633e-06,4.157106938388703e-05,3.7451990246772766
100.0,3.913143527825014e-05,8.294007693621097e-06,4.0096577504300515e-05,5.510694257418314
101.0,3.885393343807664e-05,8.293288374261465e-06,3.999186992587056e-05,3.906779472033183
102.0,3.6913510090622976e-05,7.894447359528082e-06,3.792282065357237e-05,4.0247852881749475
103.0,3.696454095916124e-05,7.908328514834769e-06,3.8090201269369575e-05,3.3060598134994508
104.0,3.709639222506667e-05,7.920216747455318e-06,3.825904489834405e-05,3.2491509318351746
105.0,3.992815585055117e-05,8.571664117577409e-06,4.123285931806701e-05,2.7930049180984495
106.0,3.385258135798116e-05,7.241618247159446e-06,3.484145127004012e-05,3.291222552458445
107.0,3.460907043214926e-05,7.3824424362101125e-06,3.570762743644688e-05,3.0013072371482847
108.0,3.306007110950304e-05,7.05823924060193e-06,3.408900532425226e-05,2.941256082057953
109.0,3.8208077057788614e-05,8.133667491468561e-06,3.9274023826389264e-05,4.341414674123128
110.0,4.401988207973773e-05,9.37016249433024e-06,4.522365125012584e-05,5.155685019493103
111.0,4.207579022477148e-05,8.922734317214538e-06,4.320513241206451e-05,5.32969921429952
112.0,3.572908368975429e-05,7.555151485879226e-06,3.653394466406705e-05,5.640258324146271
113.0,3.277149811159082e-05,6.86262054235461e-06,3.315944698745928e-05,7.850881711641947
114.0,2.9936208738945426e-05,6.295540780835533e-06,3.0365309127470632e-05,6.5006384213765465
115.0,3.383395360287977e-05,7.188501422206173e-06,3.4620674402200775e-05,4.9154447714487715
116.0,3.475089600518307e-05,7.3625166730077275e-06,3.542472719952154e-05,6.034701100985209
117.0,4.01219541648364e-05,8.525735931167825e-06,4.123924633555968e-05,4.695717636744181
118.0,3.546039921881553e-05,7.488196539876905e-06,3.6146237835055214e-05,6.368133846918742
119.0,3.702110328352622e-05,7.470732710620117e-06,3.5964545622846346e-05,20.25704935391744
120.0,3.486407695163507e-05,7.294561441995029e-06,3.519185065670172e-05,8.920376634597778
121.0,3.4287600889607954e-05,7.290719880378068e-06,3.5183019978527837e-05,4.33620247443517
122.0,3.402239211330501e-05,7.274882894610831e-06,3.512183642063367e-05,2.6891652663548786
123.0,3.0250565153740656e-05,6.428893811971648e-06,3.102710209835398e-05,3.9352708220481873
124.0,3.299721208046928e-05,7.03146975714238e-06,3.3809474674247514e-05,4.351748243967692
125.0,3.668557180086888e-05,7.776062579978315e-06,3.752577907410644e-05,5.556091674168905
126.0,3.354854028051098e-05,7.107462124622543e-06,3.418904525460675e-05,5.889463480313619
127.0,3.032373048578544e-05,6.389536042661348e-06,3.085146681769402e-05,5.916532786687215
128.0,3.228860599241064e-05,6.851448066906111e-06,3.303055160965111e-05,4.815444362163544
129.0,3.561055251945315e-05,7.577976240706145e-06,3.6512863698590084e-05,4.623783906300862
130.0,3.66801439364887e-05,7.803506226385556e-06,3.775557600723308e-05,3.8900249441464743
131.0,3.2004210515879096e-05,6.816582125187173e-06,3.282983010043002e-05,4.017134924729665
132.0,3.3176009704523794e-05,7.027394826764066e-06,3.393027715598388e-05,5.0970120867093405
133.0,3.060643827363189e-05,6.390363212934365e-06,3.0818476413211705e-05,8.400546797116597
134.0,3.05564574773598e-05,6.231755855878874e-06,3.0000870083313202e-05,14.260877418518067
135.0,3.2763928538770414e-05,6.93370179002765e-06,3.3200144813842294e-05,6.965948621431987
136.0,2.885719380477288e-05,6.089134914570119e-06,2.945683794071859e-05,4.967122217019399
137.0,2.8291289254411822e-05,6.023647059312983e-06,2.9100680179302194e-05,3.0836439808209737
138.0,3.313542789934824e-05,7.015929675920537e-06,3.395511415268023e-05,4.709889781475067
139.0,3.194370207590206e-05,6.6693913595372575e-06,3.209044407412875e-05,9.223245104153952
140.0,3.08560096527799e-05,6.516714150469246e-06,3.126195306322188e-05,6.697070177396139
