thesis_facing_copy,run_native_source,size_bytes,sha256,checksum_matches_source,role,regenerated
final_thesis_package_v001/plots/01_ae_sindy/latent8_trial014_representation/training_history.png,final_thesis_package_v001/results/01_ae_sindy/latent8_trial014_representation/repro_latent8_trial014/figures/training_history.png,188695,e79be9db5d75dd7a0e95ea2bc876ed74dbd01b43e05592ab0247e4b5bf6c4233,True,AE training history (shared latent8 AE),"no (copied, not regenerated)"
final_thesis_package_v001/plots/01_ae_sindy/latent8_trial014_representation/reconstruction.png,final_thesis_package_v001/results/01_ae_sindy/latent8_trial014_representation/repro_latent8_trial014/figures/reconstruction.png,511878,0da279c138fb85777270cf5b87227361b15174e1733a5c64b5c265461463dcdf,True,decoder reconstruction,"no (copied, not regenerated)"
final_thesis_package_v001/plots/01_ae_sindy/latent8_trial014_representation/xi_heatmap.png,final_thesis_package_v001/results/01_ae_sindy/latent8_trial014_representation/repro_latent8_trial014/figures/xi_heatmap.png,147218,e05d2b34194de179ec02aa0e3453b18b0e8e6178915a1d84d4c55d43bcbf89d7,True,SINDy coefficient (Xi) heatmap,"no (copied, not regenerated)"
final_thesis_package_v001/plots/01_ae_sindy/latent8_trial014_representation/latent_space_comparison.png,final_thesis_package_v001/results/01_ae_sindy/latent8_trial014_representation/repro_latent8_trial014/figures/latent_space_comparison.png,186627,93cce0c5bb51a33b4442478166c94a5b54154c3da9dc6a022c3b5c0b853d42fa,True,latent space comparison,"no (copied, not regenerated)"
final_thesis_package_v001/plots/01_ae_sindy/latent8_trial014_representation/rollout_encoder_comparison.png,final_thesis_package_v001/results/01_ae_sindy/latent8_trial014_representation/repro_latent8_trial014/figures/rollout_encoder_comparison.png,295651,7f2e02c0dacf6b5c5d24d5e0f4c58462951ddfa59bd66458b86a9e58788d44c4,True,encoder rollout comparison,"no (copied, not regenerated)"
final_thesis_package_v001/plots/01_ae_sindy/latent8_trial014_representation/rollout_sindy_comparison.png,final_thesis_package_v001/results/01_ae_sindy/latent8_trial014_representation/repro_latent8_trial014/figures/rollout_sindy_comparison.png,230437,4dc9a0fe935975daef6adbe39b31c7a31d61df9467b49407bac2faae6ef76b1f,True,SINDy rollout comparison,"no (copied, not regenerated)"
