label,n_samples,input_dim,latent_dim,mse_mean,mse_min,mse_max,mse_std,mae_mean,mae_min,mae_max,mae_std
repro_latent8_trial014,30106,64,8,0.006592637859284878,0.0003592466237023473,0.05030110478401184,0.005298436153680086,0.062012095004320145,0.01477532833814621,0.16994544863700867,0.023446740582585335
